			2001.01	2002.31	2003.61	2004.91	2006.21	2007.51	2008.81	2010.11	2011.41	2012.71	2014.01	2015.31	2016.6	2017.9	2019.2	2020.5	2021.79	2023.09	2024.39	2025.68	2026.98	2028.27	2029.57	2030.86	2032.16	2033.45	2034.75	2036.04	2037.33	2038.62	2039.92	2041.21	2042.5	2043.79	2045.08	2046.37	2047.66	2048.95	2050.24	2051.53	2052.82	2054.11	2055.4	2056.69	2057.98	2059.26	2060.55	2061.84	2063.12	2064.41	2065.7	2066.98	2068.27	2069.55	2070.84	2072.12	2073.41	2074.69	2075.97	2077.26	2078.54	2079.82	2081.1	2082.38	2083.67	2084.95	2086.23	2087.51	2088.79	2090.07	2091.35	2092.63	2093.91	2095.18	2096.46	2097.74	2099.02	2100.3	2101.57	2102.85	2104.13	2105.4	2106.68	2107.95	2109.23	2110.5	2111.78	2113.05	2114.32	2115.6	2116.87	2118.14	2119.42	2120.69	2121.96	2123.23	2124.5	2125.77	2127.05	2128.32	2129.59	2130.86	2132.12	2133.39	2134.66	2135.93	2137.2	2138.47	2139.73	2141	2142.27	2143.53	2144.8	2146.07	2147.33	2148.6	2149.86	2151.13	2152.39	2153.66	2154.92	2156.18	2157.45	2158.71	2159.97	2161.23	2162.49	2163.76	2165.02	2166.28	2167.54	2168.8	2170.06	2171.32	2172.58	2173.84	2175.1	2176.35	2177.61	2178.87	2180.13	2181.38	2182.64	2183.9	2185.15	2186.41	2187.67	2188.92	2190.18	2191.43	2192.69	2193.94	2195.19	2196.45	2197.7	2198.95	2200.2	2201.46	2202.71	2203.96	2205.21	2206.46	2207.71	2208.96	2210.21	2211.46	2212.71	2213.96	2215.21	2216.46	2217.71	2218.95	2220.2	2221.45	2222.7	2223.94	2225.19	2226.43	2227.68	2228.92	2230.17	2231.41	2232.66	2233.9	2235.15	2236.39	2237.63	2238.88	2240.12	2241.36	2242.6	2243.84	2245.09	2246.33	2247.57	2248.81	2250.05	2251.29	2252.53	2253.77	2255.01	2256.24	2257.48	2258.72	2259.96	2261.19	2262.43	2263.67	2264.9	2266.14	2267.38	2268.61	2269.85	2271.08	2272.32	2273.55	2274.79	2276.02	2277.25	2278.48	2279.72	2280.95	2282.18	2283.41	2284.65	2285.88	2287.11	2288.34	2289.57	2290.8	2292.03	2293.26	2294.49	2295.72	2296.94	2298.17	2299.4	2300.63	2301.85	2303.08	2304.31	2305.53	2306.76	2307.99	2309.21	2310.44	2311.66	2312.89	2314.11	2315.33	2316.56	2317.78	2319	2320.23	2321.45	2322.67	2323.89	2325.11	2326.34	2327.56	2328.78	2330	2331.22	2332.44	2333.66	2334.88	2336.09	2337.31	2338.53	2339.75	2340.97	2342.18	2343.4	2344.62	2345.83	2347.05	2348.27	2349.48	2350.7	2351.91	2353.13	2354.34	2355.55	2356.77	2357.98	2359.19	2360.41	2361.62	2362.83	2364.04	2365.26	2366.47	2367.68	2368.89	2370.1	2371.31	2372.52	2373.73	2374.94	2376.15	2377.35	2378.56	2379.77	2380.98	2382.19	2383.39	2384.6	2385.81	2387.01	2388.22	2389.42	2390.63	2391.83	2393.04	2394.24	2395.45	2396.65	2397.85	2399.06
-20	-200	-915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-20	-200	-813.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-20	-200	-711.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-20	-200	-610	10	12	12	12	12	10	10	12	10	10	16	14	8	6	12	12	12	10	10	8	12	14	14	12	12	10	16	14	18	12	14	12	10	12	16	12	12	10	10	14	12	10	12	12	8	16	12	12	16	12	8	10	12	14	12	12	10	12	12	14	12	14	8	14	12	10	14	6	14	12	10	14	14	16	12	12	16	10	12	10	12	16	10	18	10	12	10	12	12	12	12	10	12	18	12	12	12	14	14	12	14	12	12	14	14	12	14	10	14	20	12	14	12	20	12	14	16	16	10	16	16	14	12	14	14	12	10	16	14	10	18	10	16	16	14	18	14	16	10	16	14	16	18	14	14	18	18	16	18	18	14	18	20	28	28	26	30	32	34	42	44	48	56	46	50	54	44	52	46	44	36	34	38	28	24	26	12	20	14	18	18	18	12	10	16	16	14	12	14	12	12	12	14	12	10	12	18	12	18	12	8	18	12	14	14	12	12	8	8	12	10	10	14	10	10	8	10	12	12	12	14	10	16	10	10	16	10	12	12	10	12	10	12	12	12	12	14	6	10	12	12	8	10	10	12	10	14	10	16	14	14	12	10	12	14	14	14	12	16	10	10	10	12	10	4	8	12	12	10	14	12	10	10	12	14	12	12	12	14	14	12	16	8	12	8	10	12	10	12	12	12	12	14	10	10	10	12	12	12	12	10	8	12	10	8	12	8	12	12	6	16	10	10	10	10	12	12	14	10
-20	-200	-508.333	12	12	14	12	10	10	8	10	10	10	12	12	10	12	10	12	12	10	16	8	6	10	12	8	14	8	16	12	12	14	12	12	10	14	12	6	14	16	10	10	14	10	10	8	14	16	10	14	14	10	14	10	10	12	12	12	14	12	14	12	8	18	14	10	14	8	18	12	10	16	10	14	8	12	20	8	14	10	12	8	16	12	12	12	10	12	12	14	10	12	14	10	16	8	12	12	14	10	10	14	14	14	12	10	12	10	18	12	10	14	12	12	16	16	14	14	14	16	18	10	16	12	16	12	16	12	14	16	18	16	20	16	16	20	12	12	12	14	10	12	14	16	12	14	10	14	12	10	16	18	16	22	20	26	22	22	28	26	30	34	38	44	42	44	52	46	42	52	48	46	40	38	24	24	22	22	20	20	16	16	14	14	12	14	14	10	12	10	14	10	14	12	8	10	14	8	12	10	12	12	8	10	8	12	10	12	14	10	10	12	14	8	14	10	10	16	10	16	12	8	12	8	10	16	10	14	8	10	12	10	10	10	12	12	10	14	10	8	10	14	8	12	10	12	10	14	14	10	14	16	12	8	10	8	12	16	10	10	8	14	12	12	8	10	14	8	12	8	10	10	10	10	8	10	14	10	16	12	12	10	12	14	10	6	14	10	8	10	6	16	14	8	14	10	10	12	12	10	10	8	12	10	14	10	8	14	10	10	10	6	14	12	14	12	10	12	10	14	10
-20	-200	-406.667	16	10	10	12	14	14	10	12	10	16	10	12	16	12	10	12	14	12	12	12	14	12	10	12	16	10	10	10	14	10	12	8	16	6	14	10	4	14	18	12	12	12	16	12	14	10	14	8	16	12	14	14	10	12	14	12	12	16	10	12	12	10	14	10	12	10	10	12	14	12	12	10	18	10	14	12	12	16	14	14	16	6	14	12	10	12	12	14	12	14	16	16	12	16	10	10	14	18	12	10	8	14	10	14	12	12	12	20	10	12	14	14	14	18	22	14	18	16	16	20	20	18	12	18	16	14	20	20	18	14	16	16	10	14	14	18	16	12	20	18	12	20	14	10	16	16	20	16	20	20	22	20	26	20	32	32	36	44	44	42	46	52	46	66	52	64	56	64	54	50	58	40	42	36	26	30	20	22	18	20	16	16	14	16	12	12	14	10	14	14	10	12	18	14	12	10	12	10	12	12	12	12	10	10	12	14	10	16	12	10	16	10	14	16	8	16	14	14	12	12	12	12	10	12	12	8	12	12	10	12	12	12	12	14	10	12	12	14	14	12	12	12	16	12	8	14	14	14	12	10	14	6	10	8	14	14	10	14	14	12	10	16	14	12	12	10	14	6	14	6	12	6	14	8	10	12	12	14	10	12	8	12	14	12	12	12	4	20	8	8	12	8	10	14	10	12	8	14	10	8	12	12	8	12	12	10	14	14	8	12	10	10	10	16	14	14	12	10	12
-20	-200	-305	10	12	16	12	16	8	12	16	14	6	14	14	12	12	10	14	10	8	12	12	14	12	12	12	10	16	14	14	10	14	6	16	8	14	16	8	14	10	8	18	12	8	16	12	12	14	8	12	12	14	14	10	14	14	10	14	14	12	14	8	14	12	12	12	10	20	14	14	14	14	10	16	10	16	12	12	10	12	10	8	12	12	12	10	16	12	14	14	10	14	16	12	18	12	16	12	14	12	16	12	18	12	14	20	14	18	18	18	16	16	10	18	16	20	24	22	20	22	14	22	16	26	20	18	16	16	18	16	18	14	18	12	22	20	14	12	20	16	18	14	18	14	20	16	20	20	18	26	26	28	24	26	30	40	32	50	44	54	58	68	66	76	78	80	78	86	76	64	66	66	60	56	36	44	34	28	24	30	26	20	16	12	14	18	16	16	14	16	14	16	20	16	12	10	14	14	8	16	14	14	14	12	18	14	12	14	12	10	10	14	14	10	12	12	14	8	16	14	14	10	16	14	14	12	10	12	8	10	12	10	12	14	14	12	16	14	12	8	12	16	10	10	12	8	14	14	14	12	10	18	10	12	12	12	12	14	10	12	10	14	12	10	12	12	10	14	16	12	16	10	10	16	10	14	12	8	12	12	10	14	14	14	10	14	14	14	12	16	4	12	12	10	10	12	10	10	16	12	12	10	14	10	12	14	12	16	10	12	14	12	12	12	10	12	8	8	14	12	14
-20	-200	-203.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-20	-200	-101.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
